herb,candidate,cook_count,cook_rank_inv,cook_pmi,fg_cosine,fdb_rank_inv,qi_diff,qi_B,wei_jac,gui_jac,mask_cook,mask_flavor,mask_qi,mask_wei,mask_gui,mask_prop,miss_qi,miss_wei,miss_gui,label_claude,label_llama,label_gpt
시나몬,아티초크,0.0,0.0,0.0,0.11401,0.0,2.0,0.0,0.5,0.0,0,1,1,1,0,1,0,0,1,0,0,0
시나몬,히솝오일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,세이지,0.0,0.0,0.0,0.175083,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,계화,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.4,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,렌틸콩,0.0,0.0,0.0,0.116157,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0
시나몬,대추,0.0,0.0,0.0,0.174476,0.0,1.0,1.0,0.5,0.4,0,1,1,1,1,1,0,0,0,0,0,0
시나몬,커피,0.0,0.0,0.0,0.121642,0.0,2.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,1,1,1,1
시나몬,화자오,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,시금치,0.0,0.0,0.0,0.033614,0.0,2.0,0.0,0.5,0.142857,1,1,1,1,1,1,0,0,0,0,0,0
시나몬,베이킹소다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,베이킹파우더,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,다시,0.0,0.0,0.0,0.107401,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,연근,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.25,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,미림,0.0,0.0,0.0,0.13535,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,두부,0.0,0.0,0.0,0.051511,0.0,3.0,-1.0,0.5,0.166667,1,1,1,1,1,1,0,0,0,0,0,0
시나몬,사케,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,화이트와인,0.0,0.0,0.0,0.02144,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,옥수수,0.0,0.0,0.0,0.098748,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0
시나몬,대추야자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,파파야,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,무화과,0.0,0.0,0.0,0.147879,0.0,3.0,-1.0,0.5,0.0,0,1,1,1,1,1,0,0,0,0,0,0
시나몬,포도,0.0,0.0,0.0,0.120651,0.0,2.0,0.0,0.333333,0.4,0,1,1,1,1,1,0,0,0,0,0,0
시나몬,파마산치즈,0.0,0.0,0.0,0.09619,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,피칸,0.0,0.0,0.0,0.185754,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,1,0,1
시나몬,호박,1.098612,0.038462,2.662588,0.183186,0.0,2.0,0.0,0.5,0.166667,1,1,1,1,1,1,0,0,0,1,0,1
시나몬,페타치즈,0.0,0.0,0.0,0.065601,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,수박,0.0,0.0,0.0,0.067709,0.0,4.0,-2.0,0.5,0.166667,0,1,1,1,1,1,0,0,0,0,0,0
시나몬,베이컨,0.0,0.0,0.0,0.047101,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,콜리플라워,0.0,0.0,0.0,0.108851,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,감초,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.333333,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,피스타치오,0.0,0.0,0.0,0.133855,0.0,1.0,1.0,0.333333,0.5,0,1,1,1,1,1,0,0,0,0,0,0
시나몬,찹쌀,0.0,0.0,0.0,0.114286,0.0,1.0,1.0,0.5,0.166667,1,1,1,1,1,1,0,0,0,0,0,0
시나몬,계란노른자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,오렌지주스,1.386294,0.047619,0.765468,0.138278,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,피망,0.0,0.0,0.0,0.109937,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,체리모야,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,레드커런트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,엘더베리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,보리,0.0,0.0,0.0,0.160382,0.0,3.0,-1.0,0.5,0.5,1,1,1,1,1,1,0,0,0,0,0,0
시나몬,빵,0.693147,0.012821,1.969441,0.048481,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,러비지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,패션프루트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,메밀,0.0,0.0,0.0,0.0,0.0,4.0,-2.0,0.333333,0.166667,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,아주완씨앗,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,자몽,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,크랜베리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,용안육,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,홍차,2.079442,0.125,2.210603,0.098238,0.111111,4.0,-2.0,0.333333,0.0,1,1,1,1,0,1,0,0,1,0,0,0
시나몬,인삼,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.333333,0.4,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,연자육,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.333333,0.75,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,주니퍼베리,0.0,0.0,0.0,0.0,0.0,4.0,-2.0,0.0,0.25,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,루바브,0.0,0.0,0.0,0.0,0.0,4.0,-2.0,0.0,0.428571,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,흰강낭콩,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,레드와인,0.0,0.0,0.0,0.049208,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,프로슈토,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,베리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,오리고기,0.0,0.0,0.0,0.169513,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0
시나몬,병아리콩,0.0,0.0,0.0,0.086675,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0
시나몬,완두콩,0.0,0.0,0.0,0.055305,0.0,2.0,0.0,0.5,0.2,0,1,1,1,1,1,0,0,0,0,0,0
시나몬,복숭아,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.333333,0.0,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,호로파,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,겨자씨,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,국화,0.0,0.0,0.0,0.0,0.0,4.0,-2.0,0.666667,0.2,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,청경채,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,오향분,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,카이란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,파스닙,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,생선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,아스파라거스,0.0,0.0,0.0,0.126896,0.0,4.0,-2.0,0.5,0.0,0,1,1,1,1,1,0,0,0,0,0,0
시나몬,케이퍼,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,굴소스,0.0,0.0,0.0,0.059471,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,바닐라빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,석류,0.0,0.0,0.0,0.143195,0.0,1.0,1.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0
시나몬,커런트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,젤라틴,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,lindisfarne mead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,1,0,0,0
시나몬,체리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,비트,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,0.5,0.0,0,0,1,1,0,1,0,0,1,0,0,0
시나몬,토마토페이스트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,양배추,0.0,0.0,0.0,0.034163,0.0,3.0,-1.0,1.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0
시나몬,토란,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0,0,1,1,0,1,0,0,1,0,0,0
시나몬,전분,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,우엉,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,0.333333,0.2,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,파프리카,0.0,0.0,0.0,0.127472,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,이스트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,호밀가루,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,vodka,0.0,0.0,0.0,0.020437,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,orange juice concentrate,0.0,0.0,0.0,0.185417,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,계란흰자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,바닐라익스트랙,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,tang orange crystal,1.609438,0.0625,2.439444,0.328745,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,플레인요거트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,strawberry,0.693147,0.026316,0.465363,0.101874,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,빨간파프리카,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,채소육수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,couscous,0.0,0.0,0.0,0.035215,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,lamb,0.0,0.0,0.0,0.038117,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,saffron,0.0,0.0,0.0,0.169013,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,켈프,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,페이조아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,두리안,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,빌베리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,자두,0.0,0.0,0.0,0.120145,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0
시나몬,멜론,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,카놀라유,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,레몬밤,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,사워체리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,블루베리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,링곤베리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,쓴체리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,카시아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,키위,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,체더치즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,블루치즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,맥주,0.0,0.0,0.0,0.077428,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,코냑브랜디,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,스위스치즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,셰리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,1,0,0,0
시나몬,럼,0.0,0.0,0.0,0.123496,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,대두,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,대추차블렌드,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,황기,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.2,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,캐러웨이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,베르가못,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,캐모마일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,엘더플라워,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,시트러스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,백합근,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,녹두,0.0,0.0,0.0,0.068866,0.0,4.0,-2.0,0.5,0.2,0,1,1,1,1,1,0,0,0,0,0,0
시나몬,아니스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,칠리플레이크,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,염소치즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,소시지,0.0,0.0,0.0,0.098747,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,소고기육수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,옥수수전분,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,청주,0.0,0.0,0.0,0.015911,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,다크럼,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,칠리파우더,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,마시멜로,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,캐슈넛,0.0,0.0,0.0,0.090066,0.0,2.0,0.0,0.5,0.0,0,1,1,1,1,1,0,0,0,0,0,0
시나몬,커리잎,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,얼음설탕,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,진피,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.333333,0.2,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,팥앙금,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,피시소스,0.0,0.0,0.0,0.075073,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,갈랑갈,0.0,0.0,0.0,0.165696,0.0,0.0,2.0,0.5,0.2,1,1,1,1,1,1,0,0,0,0,0,0
시나몬,관자,0.0,0.0,0.0,0.011641,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0
시나몬,선드라이토마토,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,루꼴라,0.0,0.0,0.0,0.09259,0.0,4.0,-2.0,0.333333,0.0,1,1,1,1,1,1,0,0,0,0,0,0
시나몬,모차렐라치즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,방울토마토,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,부라타치즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,안초비,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,피칸프랄린,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,장미잼,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,코코넛오일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,아몬드추출액,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,카라멜소스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,초콜릿칩,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,오트밀,0.0,0.0,0.0,0.402835,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,1,0
시나몬,카라멜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,당밀,0.0,0.0,0.0,0.115547,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
시나몬,장미꽃잎,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,카레가루,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,파프리카가루,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,머스터드,0.693147,0.017857,1.969441,0.133341,0.0,0.0,2.0,0.5,0.0,1,1,1,1,1,1,0,0,0,0,0,0
시나몬,차이브,0.0,0.0,0.0,0.126672,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0
시나몬,가람마살라,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,해선장,0.0,0.0,0.0,0.10461,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0
시나몬,홍피망,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,라즈베리,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.333333,0.5,0,0,1,1,1,1,0,0,0,0,0,0
시나몬,콩,0.0,0.0,0.0,0.095094,0.0,2.0,0.0,0.5,0.4,0,1,1,1,1,1,0,0,0,0,0,0
시나몬,밤,0.0,0.0,0.0,0.114854,0.0,2.0,0.0,0.2,0.428571,0,1,1,1,1,1,0,0,0,0,0,0
시나몬,곤약,0.0,0.0,0.0,0.0,0.0,4.0,-2.0,0.333333,0.0,1,0,1,1,0,1,0,0,1,0,0,0
시나몬,다시마,0.0,0.0,0.0,0.119121,0.0,4.0,-2.0,0.0,0.5,1,1,1,1,1,1,0,0,0,0,0,0
시나몬,해산물,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
시나몬,스타프루트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
연꽃,생강,1.386294,0.083333,0.092523,0.224694,0.333333,1.0,1.0,0.0,0.2,1,1,1,1,1,1,0,0,0,1,1,1
연꽃,레몬,0.0,0.0,0.0,0.253505,0.0,1.0,-1.0,0.333333,0.0,1,1,1,1,1,1,0,0,0,0,0,1
연꽃,마늘,1.386294,0.090909,0.457983,0.272611,0.0,1.0,1.0,0.0,0.166667,1,1,1,1,1,1,0,0,0,1,1,1
연꽃,시나몬,0.0,0.0,0.0,0.245916,0.0,2.0,2.0,0.333333,0.75,1,1,1,1,1,1,0,0,0,1,0,1
연꽃,당근,0.0,0.0,0.0,0.206702,0.0,0.0,0.0,0.333333,0.2,0,1,1,1,1,1,0,0,0,1,0,0
연꽃,꿀,0.693147,0.010753,0.0,0.275721,0.0,0.0,0.0,0.5,0.2,1,1,1,1,1,1,0,0,0,1,0,1
연꽃,설탕,2.833213,1.0,0.459823,0.56683,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
연꽃,닭고기,1.098612,0.038462,1.093972,0.259162,0.0,1.0,1.0,0.5,0.25,1,1,1,1,1,1,0,0,0,1,1,1
연꽃,오렌지,0.0,0.0,0.0,0.241014,0.0,0.0,0.0,0.333333,0.0,1,1,1,1,1,1,0,0,0,0,0,0
연꽃,고수,0.693147,0.011905,0.0,0.20641,0.2,1.0,1.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,1,0
연꽃,사과,0.0,0.0,0.0,0.243746,0.071429,1.0,-1.0,0.333333,0.0,0,1,1,1,0,1,0,0,1,0,0,1
연꽃,양파,1.386294,0.1,0.0,0.23272,0.0,1.0,1.0,0.333333,0.0,1,1,1,1,1,1,0,0,0,0,0,0
연꽃,넛맥,0.0,0.0,0.0,0.26515,0.0,1.0,1.0,0.0,0.2,1,1,1,1,1,1,0,0,0,0,0,0
연꽃,후추,0.0,0.0,0.0,0.245911,0.0,2.0,2.0,0.0,0.0,0,1,1,1,1,1,0,0,0,1,0,0
연꽃,정향,0.0,0.0,0.0,0.207731,0.0,1.0,1.0,0.0,0.5,0,1,1,1,1,1,0,0,0,0,0,0
연꽃,간장,2.197225,0.5,1.597877,0.254789,0.0,1.0,1.0,0.5,0.25,1,1,1,1,1,1,0,0,0,1,1,1
연꽃,바질,0.0,0.0,0.0,0.171998,0.0,1.0,1.0,0.333333,0.166667,1,1,1,1,1,1,0,0,0,0,1,1
